,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,URL,Years of Service,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Teams,AllStars,MVPs
71,Clyde Lovellette,1954,1964,C-F,6-9,234.0,"September 7, 1929",University of Kansas,/players/l/lovelcl01.html,10,704.0,0.0,27.1,6.8,15.3,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,4.5,0.757,0.0,0.0,9.5,1.6,0.0,0.0,0.0,3.3,17.0,4,4.0,0.0
72,Jerry Lucas,1964,1974,F-C,6-8,230.0,"March 30, 1940",Ohio State University,/players/l/lucasje01.html,10,829.0,0.0,38.8,6.9,13.8,0.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,4.1,0.783,0.8,4.3,15.6,3.3,0.4,0.3,0.0,2.9,17.0,3,7.0,0.0
73,Ed Macauley,1950,1959,C-F,6-8,185.0,"March 22, 1928",Saint Louis University,/players/m/macaued01.html,9,641.0,0.0,35.7,5.8,13.4,0.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,7.7,0.761,0.0,0.0,7.5,3.2,0.0,0.0,0.0,2.6,17.5,3,7.0,0.0
74,Karl Malone,1986,2004,F,6-9,250.0,"July 24, 1963",Louisiana Tech University,/players/m/malonka01.html,18,1476.0,1471.0,37.2,9.2,17.8,0.516,0.1,0.2,0.274,9.1,17.5,0.519,0.518,6.6,8.9,0.742,2.4,7.7,10.1,3.6,1.4,0.8,3.1,3.1,25.0,2,14.0,2.0
75,Moses Malone,1975,1995,C-F,6-10,215.0,"March 23, 1955",0,/players/m/malonmo01.html,20,1455.0,784.0,34.0,7.1,14.3,0.495,0.0,0.1,0.096,7.1,14.2,0.497,0.495,6.2,8.2,0.76,5.1,7.2,12.3,1.3,0.8,1.3,3.1,2.4,20.3,9,13.0,3.0
76,Pete Maravich,1971,1980,G,6-5,197.0,"June 22, 1947",Louisiana State University,/players/m/maravpe01.html,9,658.0,4.0,37.0,9.4,21.3,0.441,0.2,0.3,0.667,9.4,21.3,0.441,0.441,5.4,6.6,0.82,1.0,3.3,4.2,5.4,1.4,0.3,3.7,2.8,24.2,4,5.0,0.0
77,Sarunas Marciulionis,1990,1997,G,6-5,200.0,"June 13, 1964",0,/players/m/marcisa01.html,7,363.0,30.0,22.4,4.3,8.6,0.505,0.3,0.9,0.369,4.0,7.6,0.522,0.526,3.8,4.9,0.768,0.8,1.5,2.3,2.2,1.3,0.1,2.0,2.7,12.8,4,0.0,0.0
78,Slater Martin,1950,1960,G,5-10,170.0,"October 22, 1925",University of Texas at Austin,/players/m/martisl01.html,10,745.0,0.0,35.9,3.5,9.7,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.7,0.762,0.0,0.0,3.4,4.2,0.0,0.0,0.0,3.0,9.8,3,7.0,0.0
79,Bob McAdoo,1973,1986,C-F,6-9,210.0,"September 25, 1951",University of North Carolina,/players/m/mcadobo01.html,13,852.0,1.0,33.2,8.7,17.3,0.503,0.0,0.1,0.081,8.7,17.3,0.504,0.503,4.6,6.1,0.754,2.4,7.1,9.4,2.3,1.0,1.5,2.6,3.2,22.1,7,5.0,1.0
80,George McGinnis,1972,1982,F-C,6-8,235.0,"August 12, 1950",Indiana University,/players/m/mcginge01.html,10,842.0,4.0,33.5,7.6,16.6,0.458,0.2,0.6,0.273,7.5,16.2,0.462,0.461,4.9,7.4,0.664,3.7,7.2,11.0,3.7,1.9,0.5,4.0,3.8,20.2,3,6.0,1.0
81,Tracy McGrady,1998,2012,F-G,6-8,210.0,"May 24, 1979",0,/players/m/mcgratr01.html,14,938.0,703.0,32.7,7.2,16.4,0.435,1.2,3.4,0.338,6.0,13.0,0.461,0.47,4.1,5.5,0.746,1.4,4.2,5.6,4.4,1.2,0.9,2.2,1.8,19.6,7,7.0,0.0
82,Alfred McGuire,1952,1955,G-F,6-2,180.0,"September 7, 1928",St. John's University,/players/m/mcguial01.html,3,191.0,0.0,15.5,1.3,3.5,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.4,0.551,0.0,0.0,2.2,1.9,0.0,0.0,0.0,2.6,4.0,2,0.0,0.0
83,Dick McGuire,1950,1960,G,6-0,180.0,"January 25, 1926",St. John's University,/players/m/mcguidi01.html,10,738.0,0.0,28.3,2.8,7.1,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.8,0.644,0.0,0.0,4.2,5.7,0.0,0.0,0.0,2.3,8.0,2,7.0,0.0
84,Kevin McHale,1981,1993,F-C,6-10,210.0,"December 19, 1957",University of Minnesota,/players/m/mchalke01.html,12,971.0,400.0,31.0,7.0,12.7,0.554,0.0,0.2,0.261,7.0,12.5,0.558,0.555,3.7,4.7,0.798,2.4,4.9,7.3,1.7,0.4,1.7,1.9,2.8,17.9,1,7.0,0.0
85,George Mikan,1949,1956,C,6-10,245.0,"June 18, 1924",DePaul University,/players/m/mikange01.html,7,439.0,0.0,34.4,8.1,20.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.9,0.782,0.0,0.0,13.4,2.8,0.0,0.0,0.0,4.2,23.1,1,4.0,0.0
86,Vern Mikkelsen,1950,1959,F-C,6-7,230.0,"October 21, 1928",Hamline University,/players/m/mikkeve01.html,9,699.0,0.0,32.5,5.1,12.6,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,5.5,0.766,0.0,0.0,9.4,2.2,0.0,0.0,0.0,4.0,14.4,1,6.0,0.0
87,Reggie Miller,1988,2005,G-F,6-7,185.0,"August 24, 1965","University of California, Los Angeles",/players/m/millere01.html,17,1389.0,1304.0,34.3,5.9,12.6,0.471,1.8,4.7,0.395,4.1,7.9,0.516,0.544,4.5,5.1,0.888,0.6,2.4,3.0,3.0,1.1,0.2,1.7,2.0,18.2,1,5.0,0.0
88,Yao Ming,2003,2011,C,7-6,310.0,"September 12, 1980",0,/players/m/mingya01.html,8,486.0,476.0,32.5,7.0,13.3,0.524,0.0,0.0,0.2,7.0,13.2,0.525,0.525,5.1,6.1,0.833,2.5,6.7,9.2,1.6,0.4,1.9,2.7,3.3,19.0,1,8.0,0.0
89,Earl Monroe,1968,1980,G,6-3,185.0,"November 21, 1944",Winston-Salem State University,/players/m/monroea01.html,12,926.0,0.0,32.0,7.5,16.1,0.464,0.0,0.0,0.0,7.5,16.1,0.464,0.464,3.9,4.9,0.807,0.6,2.1,3.0,3.9,1.0,0.3,1.6,2.6,18.8,2,4.0,0.0
90,Alonzo Mourning,1993,2008,C,6-10,240.0,"February 8, 1970",Georgetown University,/players/m/mournal01.html,15,838.0,686.0,31.0,6.1,11.6,0.527,0.0,0.1,0.247,6.1,11.5,0.53,0.529,4.8,7.0,0.692,2.6,5.9,8.5,1.1,0.5,2.8,2.6,3.4,17.1,3,7.0,0.0
91,Chris Mullin,1986,2001,F-G,6-6,200.0,"July 30, 1963",St. John's University,/players/m/mullich01.html,15,986.0,822.0,32.6,6.8,13.4,0.509,0.8,2.2,0.384,6.0,11.3,0.533,0.54,3.7,4.2,0.865,1.0,3.1,4.1,3.5,1.6,0.6,2.3,2.1,18.2,2,5.0,0.0
92,Calvin Murphy,1971,1983,G,5-9,165.0,"May 9, 1948",Niagara University,/players/m/murphca01.html,12,1002.0,0.0,30.5,7.2,15.0,0.482,0.0,0.3,0.139,7.2,14.9,0.484,0.483,3.4,3.9,0.892,0.7,1.3,2.1,4.4,1.5,0.1,1.9,3.2,17.9,2,1.0,0.0
93,Dikembe Mutombo,1992,2009,C,7-2,245.0,"June 25, 1966",Georgetown University,/players/m/mutomdi01.html,17,1196.0,997.0,30.8,3.5,6.7,0.518,0.0,0.0,0.0,3.5,6.7,0.518,0.518,2.8,4.1,0.684,3.2,7.1,10.3,1.0,0.4,2.8,1.8,2.8,9.8,6,8.0,0.0
94,Steve Nash,1997,2014,G,6-3,195.0,"February 7, 1974",Santa Clara University,/players/n/nashst01.html,17,1217.0,1053.0,31.3,5.2,10.6,0.49,1.4,3.2,0.428,3.8,7.4,0.518,0.556,2.5,2.8,0.904,0.5,2.5,3.0,8.5,0.7,0.1,2.9,1.6,14.3,3,8.0,2.0
95,Don Nelson,1963,1976,F,6-6,210.0,"May 15, 1940",University of Iowa,/players/n/nelsodo01.html,13,1053.0,0.0,20.6,3.8,8.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.6,0.765,1.2,3.1,4.9,1.4,0.3,0.1,0.0,2.3,10.3,3,0.0,0.0
96,Shaquille O'Neal,1993,2011,C,7-1,325.0,"March 6, 1972",Louisiana State University,/players/o/onealsh01.html,18,1207.0,1197.0,34.7,9.4,16.1,0.582,0.0,0.0,0.045,9.4,16.1,0.583,0.582,4.9,9.3,0.527,3.5,7.4,10.9,2.5,0.6,2.3,2.7,3.4,23.7,6,15.0,1.0
97,Hakeem Olajuwon,1985,2002,C,7-0,255.0,"January 21, 1963",University of Houston,/players/o/olajuha01.html,17,1238.0,1186.0,35.7,8.7,17.0,0.512,0.0,0.1,0.202,8.7,16.9,0.514,0.513,4.4,6.2,0.712,3.3,7.8,11.1,2.5,1.7,3.1,3.0,3.5,21.8,2,12.0,1.0
98,Robert Parish,1977,1997,C,7-0,230.0,"August 30, 1953",Centenary College of Louisiana,/players/p/parisro01.html,20,1611.0,1134.0,28.4,6.0,11.1,0.537,0.0,0.0,0.0,6.0,11.1,0.537,0.537,2.5,3.5,0.721,2.9,6.3,9.1,1.4,0.8,1.5,2.1,2.8,14.5,4,9.0,0.0
99,Gary Payton,1991,2007,G,6-4,180.0,"July 23, 1968",Oregon State University,/players/p/paytoga01.html,16,1335.0,1233.0,35.3,6.5,14.0,0.466,0.8,2.7,0.317,5.7,11.3,0.501,0.496,2.4,3.4,0.729,1.0,2.9,3.9,6.7,1.8,0.2,2.3,2.4,16.3,5,9.0,0.0
100,Drazen Petrovic,1990,1993,G,6-5,195.0,"October 22, 1964",0,/players/p/petrodr01.html,3,290.0,149.0,26.4,5.9,11.6,0.506,0.9,2.0,0.437,5.0,9.6,0.52,0.544,2.7,3.3,0.841,0.8,1.5,2.3,2.4,0.9,0.1,2.1,2.6,15.4,2,0.0,0.0
101,Bob Pettit,1955,1965,F-C,6-9,205.0,"December 12, 1932",Louisiana State University,/players/p/pettibo01.html,10,792.0,0.0,38.8,9.3,21.3,0.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,10.3,0.761,0.0,0.0,16.2,3.0,0.0,0.0,0.0,3.2,26.4,2,11.0,2.0
102,Andy Phillip,1948,1958,G-F,6-2,195.0,"March 7, 1922",University of Illinois at Urbana-Champaign,/players/p/phillan01.html,10,701.0,0.0,32.2,3.3,9.0,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.6,0.695,0.0,0.0,4.4,5.4,0.0,0.0,0.0,2.7,9.1,4,5.0,0.0
103,Scottie Pippen,1988,2004,F-G,6-8,210.0,"September 25, 1965",University of Central Arkansas,/players/p/pippesc01.html,16,1178.0,1053.0,34.9,6.3,13.3,0.473,0.8,2.5,0.326,5.5,10.8,0.507,0.504,2.7,3.8,0.704,1.8,4.6,6.4,5.2,2.0,0.8,2.8,2.8,16.1,3,7.0,0.0
104,Jim Pollard,1949,1955,F-C,6-4,185.0,"July 9, 1922",Stanford University,/players/p/pollaji01.html,6,438.0,0.0,35.4,5.2,14.6,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.5,0.75,0.0,0.0,7.8,3.2,0.0,0.0,0.0,2.6,13.2,1,4.0,0.0
105,Dino Radja,1994,1997,F-C,6-11,225.0,"April 24, 1967",0,/players/r/radjadi01.html,3,224.0,172.0,32.6,6.8,13.6,0.497,0.0,0.0,0.0,6.8,13.6,0.497,0.497,3.1,4.3,0.735,2.2,6.2,8.4,1.6,0.9,1.3,2.2,3.3,16.7,1,0.0,0.0
106,Frank Ramsey,1955,1964,F-G,6-3,190.0,"July 13, 1931",University of Kentucky,/players/r/ramsefr01.html,9,623.0,0.0,24.6,4.7,11.8,0.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.9,0.804,0.0,0.0,5.5,1.8,0.0,0.0,0.0,3.5,13.4,1,0.0,0.0
107,Willis Reed,1965,1974,C-F,6-9,235.0,"June 25, 1942",Grambling State University,/players/r/reedwi01.html,9,650.0,0.0,35.5,7.5,15.7,0.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,5.1,0.747,2.5,4.9,12.9,1.8,0.6,1.1,0.0,3.7,18.7,1,7.0,1.0
108,Mitch Richmond,1989,2002,G,6-5,215.0,"June 30, 1965",Kansas State University,/players/r/richmmi01.html,13,976.0,902.0,35.2,7.5,16.4,0.455,1.4,3.5,0.388,6.1,12.9,0.474,0.497,4.7,5.5,0.85,0.9,3.0,3.9,3.5,1.2,0.3,2.6,2.6,21.0,4,6.0,0.0
109,Pat Riley,1968,1976,G-F,6-4,205.0,"March 20, 1945",University of Kentucky,/players/r/rileypa01.html,8,528.0,0.0,15.5,3.1,7.4,0.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.8,0.705,0.4,1.0,1.6,1.7,0.6,0.1,0.0,2.2,7.4,3,0.0,0.0
110,Arnie Risen,1949,1958,C-F,6-9,200.0,"October 9, 1924",Ohio State University,/players/r/risenar01.html,9,637.0,0.0,28.3,4.1,10.8,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,5.4,0.699,0.0,0.0,9.7,1.7,0.0,0.0,0.0,3.8,12.0,2,4.0,0.0
111,Oscar Robertson,1961,1974,G-F,6-5,205.0,"November 24, 1938",University of Cincinnati,/players/r/roberos01.html,13,1040.0,0.0,42.2,9.1,18.9,0.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,8.8,0.838,1.0,3.0,7.5,9.5,1.1,0.1,0.0,2.8,25.7,2,12.0,1.0
112,David Robinson,1990,2003,C,7-1,235.0,"August 6, 1965",United States Naval Academy,/players/r/robinda01.html,13,987.0,985.0,34.7,7.5,14.4,0.518,0.0,0.1,0.25,7.4,14.3,0.52,0.519,6.1,8.3,0.736,3.1,7.5,10.6,2.5,1.4,3.0,2.4,2.9,21.1,1,10.0,1.0
113,Guy Rodgers,1959,1970,G,6-0,185.0,"September 1, 1935",Temple University,/players/r/rodgegu01.html,11,892.0,0.0,32.1,4.6,12.2,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.4,0.721,0.0,0.0,4.3,7.8,0.0,0.0,0.0,2.9,11.7,5,4.0,0.0
114,Dennis Rodman,1987,2000,F,6-7,210.0,"May 13, 1961",Southeastern Oklahoma State University,/players/r/rodmade01.html,13,911.0,573.0,31.7,3.0,5.8,0.521,0.1,0.4,0.231,2.9,5.4,0.542,0.529,1.2,2.0,0.584,4.8,8.4,13.1,1.8,0.7,0.6,1.6,3.1,7.3,5,2.0,0.0
115,Bill Russell,1957,1969,C,6-10,215.0,"February 12, 1934",University of San Francisco,/players/r/russebi01.html,12,963.0,0.0,42.3,5.9,13.4,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,5.8,0.561,0.0,0.0,22.5,4.3,0.0,0.0,0.0,2.7,15.1,1,12.0,5.0
116,Arvydas Sabonis,1996,2003,C,7-3,279.0,"December 19, 1964",0,/players/s/sabonar01.html,7,470.0,314.0,24.2,4.4,8.9,0.5,0.3,0.9,0.328,4.1,8.0,0.52,0.517,2.8,3.6,0.786,1.6,5.7,7.3,2.1,0.8,1.1,1.8,2.7,12.0,1,0.0,0.0
117,Ralph Sampson,1984,1992,C-F,7-4,228.0,"July 7, 1960",University of Virginia,/players/s/sampsra01.html,8,456.0,363.0,29.8,6.4,13.2,0.486,0.0,0.1,0.172,6.4,13.1,0.489,0.487,2.6,3.9,0.661,2.6,6.2,8.8,2.3,0.9,1.6,3.0,3.5,15.4,4,4.0,0.0
118,Tom Sanders,1961,1973,F,6-6,210.0,"November 8, 1938",New York University,/players/s/sandeto01.html,12,916.0,0.0,24.2,3.7,8.7,0.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.8,0.767,0.0,0.0,6.3,1.1,0.0,0.0,0.0,3.3,9.6,1,0.0,0.0
119,Dolph Schayes,1950,1964,F-C,6-8,220.0,"May 19, 1928",New York University,/players/s/schaydo01.html,14,996.0,0.0,34.4,5.9,15.5,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,7.9,0.849,0.0,0.0,12.1,3.1,0.0,0.0,0.0,3.4,18.5,2,12.0,0.0
120,Charlie Scott,1971,1980,G-F,6-5,175.0,"December 15, 1948",University of North Carolina,/players/s/scottch01.html,9,717.0,0.0,35.6,8.4,18.7,0.448,0.2,0.8,0.253,8.3,18.4,0.45,0.449,3.9,5.0,0.773,1.2,2.7,4.0,4.9,1.3,0.3,3.4,3.7,20.7,5,5.0,0.0
121,Bill Sharman,1951,1961,G,6-1,175.0,"May 25, 1926",University of Southern California,/players/s/sharmbi01.html,10,711.0,0.0,32.0,6.7,15.7,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,5.0,0.883,0.0,0.0,3.9,3.0,0.0,0.0,0.0,2.7,17.8,2,8.0,0.0
122,Jerry Sloan,1966,1976,G-F,6-5,195.0,"March 28, 1942",University of Evansville,/players/s/sloanje01.html,10,755.0,0.0,34.1,5.5,12.8,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,4.3,0.722,2.1,4.8,7.4,2.5,2.2,0.2,0.0,3.6,14.0,2,2.0,0.0
123,John Stockton,1985,2003,G,6-1,170.0,"March 26, 1962",Gonzaga University,/players/s/stockjo01.html,18,1504.0,1300.0,31.8,4.7,9.1,0.515,0.6,1.5,0.384,4.1,7.6,0.541,0.546,3.2,3.9,0.826,0.6,2.1,2.7,10.5,2.2,0.2,2.8,2.6,13.1,1,10.0,0.0
124,Maurice Stokes,1956,1958,F-C,6-7,232.0,"June 17, 1933",Saint Francis University,/players/s/stokema01.html,2,202.0,0.0,37.3,6.2,17.7,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.8,0.698,0.0,0.0,17.3,5.3,0.0,0.0,0.0,3.9,16.4,2,3.0,0.0
125,Isiah Thomas,1982,1994,G,6-1,180.0,"April 30, 1961",Indiana University,/players/t/thomais01.html,12,979.0,971.0,36.3,7.3,16.2,0.452,0.4,1.4,0.29,6.9,14.8,0.468,0.465,4.1,5.4,0.759,1.0,2.6,3.6,9.3,1.9,0.3,3.8,3.0,19.2,1,12.0,0.0
126,David Thompson,1976,1984,G-F,6-4,195.0,"July 13, 1954",North Carolina State University,/players/t/thompda01.html,8,592.0,69.0,32.8,8.5,16.8,0.505,0.1,0.3,0.255,8.4,16.6,0.508,0.507,5.7,7.3,0.781,1.6,2.5,4.1,3.3,1.0,0.9,2.7,2.7,22.7,2,5.0,0.0
127,John Thompson,1965,1966,F,6-10,225.0,"September 2, 1941",Providence College,/players/t/thompjo01.html,1,74.0,0.0,10.4,1.3,3.2,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.5,0.595,0.0,0.0,3.5,0.3,0.0,0.0,0.0,2.1,3.5,1,0.0,0.0
128,Rod Thorn,1964,1971,G,6-4,195.0,"May 23, 1941",West Virginia University,/players/t/thornro01.html,7,466.0,0.0,22.3,4.2,9.6,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.4,0.723,0.0,0.0,3.1,2.6,0.0,0.0,0.0,1.7,10.8,4,0.0,0.0
129,Nate Thurmond,1964,1977,C-F,6-11,225.0,"July 25, 1941",Bowling Green State University,/players/t/thurmna01.html,13,964.0,0.0,37.2,5.7,13.6,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,5.3,0.667,2.8,6.8,15.0,2.7,0.5,2.1,0.0,2.7,15.0,4,7.0,0.0
130,Jack Twyman,1956,1966,F-G,6-6,210.0,"May 11, 1934",University of Cincinnati,/players/t/twymaja01.html,10,823.0,0.0,31.8,7.6,16.9,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,5.3,0.778,0.0,0.0,6.6,2.3,0.0,0.0,0.0,3.4,19.2,2,6.0,0.0
131,Wes Unseld,1969,1981,C-F,6-7,245.0,"March 14, 1946",University of Louisville,/players/u/unselwe01.html,12,984.0,0.0,36.4,4.4,8.7,0.509,0.0,0.0,0.5,4.4,8.7,0.509,0.509,1.9,3.0,0.633,3.5,8.4,14.0,3.9,1.1,0.6,1.9,2.8,10.8,3,5.0,1.0
132,Chet Walker,1963,1975,F-G,6-6,212.0,"February 22, 1940",Bradley University,/players/w/walkech01.html,12,1032.0,0.0,32.4,6.7,14.2,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,6.2,0.796,1.6,3.8,7.1,2.1,0.7,0.1,0.0,2.6,18.2,3,7.0,0.0
133,Bill Walton,1975,1987,C-F,6-11,210.0,"November 5, 1952","University of California, Los Angeles",/players/w/waltobi01.html,12,468.0,117.0,28.3,5.5,10.5,0.521,0.0,0.0,0.0,5.5,10.5,0.521,0.521,2.4,3.6,0.66,2.4,8.2,10.5,3.4,0.8,2.2,2.7,2.8,13.3,4,2.0,1.0
134,Bobby Wanzer,1949,1957,G,6-0,170.0,"June 4, 1921",Seton Hall University,/players/w/wanzebo01.html,8,568.0,0.0,32.5,4.0,10.2,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,5.2,0.802,0.0,0.0,4.5,3.2,0.0,0.0,0.0,2.2,12.2,1,5.0,0.0
135,Jerry West,1961,1974,G,6-2,175.0,"May 28, 1938",West Virginia University,/players/w/westje01.html,13,932.0,0.0,39.2,9.7,20.4,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,9.4,0.814,1.0,2.8,5.8,6.7,2.6,0.7,0.0,2.6,27.0,1,14.0,0.0
136,Jo Jo White,1970,1981,G,6-3,190.0,"November 16, 1946",University of Kansas,/players/w/whitejo01.html,11,837.0,0.0,35.8,7.4,16.6,0.444,0.0,0.1,0.167,7.4,16.6,0.444,0.444,2.5,3.0,0.834,0.9,2.7,4.0,4.9,1.3,0.2,2.4,2.5,17.2,3,7.0,0.0
137,Lenny Wilkens,1961,1975,G,6-1,180.0,"October 28, 1937",Providence College,/players/w/wilkele01.html,14,1077.0,0.0,35.3,5.7,13.3,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.5,0.774,0.8,2.0,4.7,6.7,1.3,0.2,0.0,3.1,16.5,4,9.0,0.0
138,Jamaal Wilkes,1975,1986,F-G,6-6,190.0,"May 2, 1953","University of California, Los Angeles",/players/w/wilkeja01.html,11,828.0,245.0,32.9,7.5,15.1,0.499,0.0,0.1,0.135,7.5,15.0,0.501,0.5,2.6,3.5,0.759,2.0,4.2,6.2,2.5,1.3,0.3,2.1,2.8,17.7,3,3.0,0.0
139,Dominique Wilkins,1983,1999,F-G,6-7,200.0,"January 12, 1960",University of Georgia,/players/w/wilkido01.html,16,1074.0,995.0,35.5,9.3,20.1,0.461,0.7,2.1,0.319,8.6,18.0,0.478,0.478,5.6,6.9,0.811,2.7,3.9,6.7,2.5,1.3,0.6,2.5,1.9,24.8,5,9.0,0.0
140,James Worthy,1983,1994,F,6-9,225.0,"February 27, 1961",University of North Carolina,/players/w/worthja01.html,11,926.0,717.0,32.4,7.4,14.3,0.521,0.1,0.5,0.241,7.3,13.7,0.532,0.525,2.6,3.4,0.769,1.7,3.4,5.1,3.0,1.1,0.7,2.0,2.1,17.6,1,7.0,0.0
141,George Yardley,1954,1960,F-G,6-5,190.0,"November 3, 1928",Stanford University,/players/y/yardlge01.html,6,472.0,0.0,33.4,6.8,16.0,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,7.3,0.78,0.0,0.0,8.9,1.7,0.0,0.0,0.0,3.0,19.2,3,6.0,0.0
